PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME
CCOC1=CC=C(C=C1)N2C(=NC3=CC=CC=C3C2=O)CN4CCC(CC4)C(=O)OCC,0
CCOC1=CC2=C(C=C1)N=C(S2)NC(=O)CN3C(=CSC3=O)C,0
CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,1
CC1CC2=CC=CC=C2N1C(=O)CSC3=NN=C(S3)N,0
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N/C=C(/C#N)\C2=NC(=CS2)C3=CC(=C(C=C3)OC)OC,1
C1CN(CCC1NC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])CC3=CC=CC=C3,1
C1CCC2C(C1)NC(C(=O)N2)CC(=O)NC3=CC4=C(C=C3)OCO4,0
C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)N,1
CC1=CC(=C(N1CC2=CC=CO2)C)C(=O)CSC3=NN=CS3,1
CC1=C(C(=NN1)C)N=NC2=C(C=CC(=C2)Cl)Cl,0
CC1=C(OC=N1)C(=O)NC2=CC(=CC=C2)OC,0
C1CCN(C1)C(=O)C2=CC=C(C=C2)OC3=C(C=C(C=C3)[N+](=O)[O-])Cl,0
CCCC1=NC(=C2C(=N1)N(N=N2)CC3=CC=CC=C3F)NCC4=CC=NC=C4,0
CCOC1=CC=C(C=C1)NCC2=NN=C(N2C3=CC=CC=C3)SCC4=CC=C(C=C4)Cl,1
COC(=O)C1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Cl,1
C1CCC2=C(C(C1)OC(=O)NC3=CC=CC=C3)N=CC=C2,0
C1=CC2=C(C=C1[N+](=O)[O-])C=NN2,0
CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)(C1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3(C2CC=C4C3C[C@@H](C(=O)C4(C)C)O)C)C)C)O)O,0
CN(CC(=O)NC1=CC(=C(C=C1)Cl)C(F)(F)F)C(=O)C2CC(=O)N(C2)CC3=CC=CO3,0
C1C2[C@H]([C@H]([C@H]([C@@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)OC(=O)C4=CC(=C(C(=C4C5=C(C(=C(C=C5C(=O)O1)O)O)O)O)O)O)O,1
CC1=CC(=C(C=C1)C)S(=O)(=O)N(C)CC2=CC=CS2,0
CC(=O)N1C(=NC(=N1)C2=CC=CC=C2)NCC3=CC=C(C=C3)N(C)C,1
C1CCC(CC1)C(=O)N2CCC(CC2)N3C4=CC=CC=C4N=N3,0
COC1=C(C=C(C=C1)CC(=O)NCC2=CC(=CC=C2)CNC(=O)CC3=CC(=C(C=C3)OC)OC)OC,0
CC1CCCN(C1)C(=S)NC2=CC(=C(C=C2OC)Cl)OC,0
CC(C(=O)N)SC1=NC=C(C=C1)S(=O)(=O)N2CCCC2,0
CNCC(COC1=CC=CC=C1CC=C)O,0
CC1=NC(=NN1)S/C(=C\C2=CC=C(O2)C3=CC(=C(C=C3)C(=O)O)Cl)/C(=O)O,1
CC1=CC2=C(C(C(=C(O2)N)C#N)C3=CC=CC=C3Br)C(=O)N1CCN(C)C,0
CC(=O)N(C(=O)C)N1C(=NC2=CC=CC=C2C1=O)/C=C/C3=CC(=CC=C3)[N+](=O)[O-],0
CN(CC1=C(C(=C(C=C1)OC)OC)OC)CC(=O)NC2=CC(=CC=C2)S(=O)(=O)N,0
CN(C)CCCN1C2=C(C=C(C=C2)O)SC3=C1C=C(C=C3)Cl,1
CC1=CC=C(N1C2=CC=C(C=C2)N(C)C)C,1
CCCN1/C(=C/2\C(=O)N(C(=S)S2)CC)/C=CC3=CC=CC=C31,1
CC(=O)NC(C1=CC=CC=C1)C2=CN=CC=C2,0
CC1CC(CN(C1)C(=O)C2=C(C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O)NCCO)C,1
COC1=CC=C(C=C1)CCNC(=O)CN2C(=O)C3=CC=CC=C3N=N2,0
CC1=C(C(=CC=C1)C)OCC(=O)N2C(=CC(=N2)C)C,0
CCOC(=O)C1=C(C2=C(N=C(N=C2S1)SC)C3=CC=CC=C3)N,0
CN(C1=CC=CC=C1)C2=C(C(=O)C3=CC=CC=C3C2=O)N4CCOCC4,1
CC1=C(C(=NC2=NC=NN12)C)CC3=CC=C(C=C3)Cl,0
CCN(CC)C1=CC=C(C=C1)N,1
CC1=CC=C(C=C1)C(C(=O)NCCOC)N(CCOC)C(=O)CCC(=O)NC2=NC=CS2,0
CC1=CC=C(C=C1)S(=O)(=O)NCC(=O)NC2CCCCCC2,0
CN1CCC2=C3[C@H]1CC4=C(C3=CC=C2)C(=C(C=C4)O)O.O.Cl,1
CC1=CC(=C(C(=C1)Br)NC(=O)C2=C(ON=C2C3=C(C=CC=C3Cl)Cl)C)Br,0
C/C(=N/NC(=O)CNC(=O)C1=CC=CO1)/C2=CC=CO2,0
COC(=O)C1=C2CS(=O)(=O)CN2C(=C1C(=O)OC)C3=CC=CC=C3,0
COC1=CC=CC=C1N2CCN(CC2)CC3=CC=C(C=C3)SC.C(=O)(C(=O)O)O,1
CC1=C(C=C(C=C1)NC(=O)CC2=CSC=C2)S(=O)(=O)N3CCOCC3,0
C1CCC(C1)NC(=O)CSC2=NC3=C(C(=O)N2CCCN4CCOCC4)SC5=CC=CC=C53,0
C1CCCC2(CC1)C(=O)N(C(=O)N2)CC(=O)N3CCN(CC3)S(=O)(=O)C4=CC=C(C=C4)Cl,0
CN1C2=C(C=C(C=C2)S(=O)(=O)NC3CC3)C(=O)S1,0
C1=CC=NC(=C1)C2=NN=C(C=C2)SCC(=O)NCC3=CC=C(C=C3)Cl,1
CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=CC=C2/C=N/NC(=O)C3=NN(C=C3[N+](=O)[O-])C,0
CN1CCC2=CC(=C3C4=C2C1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)CC7C8=CC(=C(O3)C=C8CCN7)O4)OC)OC,1
CC1=CC=C(C=C1)CNC(=O)CN(C)S(=O)(=O)C2=CC=C(C=C2)F,0
CC(=O)NC(C1=CC2=CC=CC=C2C=C1)C3=C(C4=C(C=CC=N4)C=C3)O,0
CC1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC,0
COC1=CC=C(C=C1)OC2=C(NN=C2)C3=C(C=C(C=C3)O)O,0
CC1CCC(CC1)NC(=O)CSC2=NC=C(C=C2)S(=O)(=O)N(C)C,0
CC(=O)NC1=CC2=C(C=C1)N(C(=NC(=O)C3CCCCC3)S2)CC=C,0
CCN(CC)C1=CC=C(C=C1)/C=N/OCC(=O)N2CCCC3=CC=CC=C32,1
CCN1C(=NN=C1SCC(=O)NC2=CC3=C(C=C2)OCCO3)C4=CC=CO4,0
CN(C)C1=CC=C(C=C1)C2=CSC(=N2)C(C3=CC(=C(C=C3)F)OC)O,1
CC(C)NC(=O)C1=NOC(=C1)C2CCCCN2S(=O)(=O)C3=CC=CS3,0
CCOC(=O)C(CC1=NC2=CC=CC=C2C=C1)(CC3=NC4=CC=CC=C4C=C3)C#N,0
CN(C)C1=CC=C(C=C1)C(CNS(=O)(=O)C2=CC(=C(C=C2)F)F)C3=CNC4=CC=CC=C43,1
CC1=CC=C(C=C1)N2CCN(CC2)CC(COCCOC)O.C(=O)(C(=O)O)O,1
CCOC(=O)C1=C(N(C(=C1S(=O)(=O)N2C(CC3=CC=CC=C32)C)C)C)C,0
CC(C)SC1=NSC2=NC(=O)C(=C(N21)N)/C=C/3\C=NC4=CC=CC=C43,0
C1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)C3=CC4=CC=CC=C4OC3=O,0
CN1C=C(C=C1C(=O)N/N=C(/COC2=CC=C(C=C2)Cl)\N)C(=O)C3=C(C=C(C=C3)Cl)Cl,0
CC1=CC=C(C=C1)C2=C(SC=C2CN3CCN(CC3)C4=CC=C(C=C4)OC)C,1
COC1=CC=C(C=C1)CNC(=O)CN(CC2=CC=CC=C2)C(=O)CCC(=O)NC3=CC=CC=N3,0
C1C(=NNC(=O)S1)CSC2=NNC(=S)S2,0
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)C3=CC=CC=C3,0
CCN(CC)CCC#CC1(C2=CC=CC=C2C3=CC=CC=C31)O,0
CC1=CC=C(C=C1)NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1
C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=CC=CC=C4)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],1
CCN1CCCC1CNC(=O)C2=CC3=C(N2)C=CC(=C3)F,0
C1=CC=C(C=C1)CCC(=O)NCC2=CC=C(C=C2)F,0
CC1=C(C(=CC=C1)C(C)C)NC(=O)COC(=O)CSC(C)C(=O)NC2=NOC(=C2)C,0
COC1=CC=CC(=C1)CNC(=S)NC2=CC=C(C=C2)CC(=O)OC,0
C[C@H](C1=CC=CC2=CC=CC=C21)NC(=O)CN3C=CC(=NC3=O)N,0
CCCCNC1=C(C=C(C=C1[N+](=O)[O-])C)[N+](=O)[O-],1
CCN(CC(=O)NC1CC1)S(=O)(=O)C2=CC=CC=C2,0
CC1=C(C(=NN1CSC2=C(C(=C(C(=C2F)F)F)F)F)C)[N+](=O)[O-],0
CN(C)C1=CC=C(C=C1)C(CCN2CCN(CC2)C3=CC=CC=C3)C4=C(C=C(C5=C4OC(=O)CC5C6=CC(=C(C(=C6)OC)OC)OC)OC)OC,1
CC1=CC(=NC2=CC=CC=C12)SCC(=O)NC3CCCCC3,0
CC1=C(SC(=C1C#N)/N=C/C2=C(C=CC(=C2)OC)O)C,0
CC1=C(C=C(C=C1)C2=CSC3=NC=NC(=C23)NCCC(=O)O)C.Cl,0
C1=CC2=C(C=C1Br)C(=C3C(=N2)NC(=O)NC3=O)C(=O)O,0
CCC(C)C1=CC=CC=C1NC(=S)NC2=CN=CC=C2,0
CC(COC)NC(=S)N1CCN(CC1)C2=CC=CC=C2Cl,0
CC1=C(C=CC=C1NC(=O)CCSC2=CC=C(C=C2)Cl)C(=O)OC,0
COCCN1C(=NN=C1SCC(=O)N)COC2=CC=CC=C2,0
COC1=CC(=C(C=C1C(=O)NC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)OC)OC,0
CCCN1C2=CC=CC=C2N=C1C3=NON=C3N,0
CC[C@@]12[C@H](C[C@@H](C(=O)N1CCC3=C2NC4=C3C=CC(=C4)CCC(=O)N(C)C)CC(=O)NCCCN5C=CN=C5)C(=O)N6CCN(CC6)C(=O)C7CC7,0
CCN(CC)C(=O)CC(C1=CC=C(C=C1)N(C)C)C2=C(C=C(C3=C2OC(=O)C=C3C4=CC=CC=C4)OC)OC,1
CS(=O)(=O)N1CC2=CC(=NC(=C2[C@H]1CCO)C3=CC=CC(=C3)C4=CN=CC=C4)C(=O)NCC5CC5,0
COC1=CC=CC(=C1)CNC(=O)CN2C=CC=C2,0
CC(C(=O)N)OC(=O)C(CCSC)NC(=O)C1=CC=CC=C1OC,0
CN1C(=O)C2=C(C=C(S2)C3=CC(=CC=C3)OC)N=C1NCCCN(C)C,0
CCCCC1=CC=C(C=C1)NC(=S)NC2=CC(=C(C=C2)Cl)S(=O)(=O)N(C)C,0
CCCN1C2=C(C=C3C=C(C=CC3=N2)C)C(=N1)NC(=O)C4CCCO4,1
CCCCNC(=O)CSC1=NC2=C(S1)C=C(C=C2)NC3=NC(=NC(=N3)N4CCOCC4)N5CCOCC5,0
CN(C)C1=CC=C(C=C1)N=NC2=CC(=CC=C2)F,1
COC1=CC(=C(C=C1)OC)/C=N/NC(=O)CCC2=NNC(=O)NC2=O,0
CCOC1=CC=C(C=C1)NC(=O)CSC2=NN=C(N2N)C3=CC=CC=N3,1
CCN(CC)CC1=CC(=CC(=C1O)CN(CC)CC)NC2=C3C(=NC4=CC=CC=C42)C5=CC=CC=C5N3C.Cl,1
CC1=CC=C(C=C1)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3,0
CN1C(=NN=C1SCC2=NC3=CC=CC=C3N2)C4=NC=CN=C4,0
CC1CN(CC(O1)C)CCOC2=CC(=CC=C2)OC3=CC=CC=C3.C(=O)(C(=O)O)O,1
COC(=O)C1=C2CCCN2C(=C1C(=O)OC)C3=CC(=C(C=C3)Cl)Cl,0
C1CN(CCN1CC2=CC=CC=C2)C3=NC(=CC(=O)N3)C4=CC=CC=C4,0
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CC3=CC=C(C=C3)Cl,1
C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,1
CC1CCCCN1C(=O)CSC2=NN=C(N2C)CC3=CC=CC=C3,0
C1CCC(CC1)N2C(SCC2=O)C3=CN=CC=C3,0
CCOC(=O)C1(CC(=NN1C(=O)C2=CC(=CC=C2)Cl)C)O,0
CN(C)C(CNC1=C(C=C(C=C1)C(F)(F)F)[N+](=O)[O-])C2=CC=CC=C2,1
C1=CC=C2C(=C1)C=CC(=C2N=NC3=NC=CS3)O,1
CCC(CC)C(=O)N(C)C1=C(N=C2N1C=CC=C2OCC(=O)C(C)(C)C)C,0
CC1=CC(=C(C=C1)OCC(=O)N/N=C(\C)/CC(=O)NC(C)(C)C)Br,0
CC1=CC=C(C=C1)C(C(=O)NC2=CC3=C(C=C2)OCCO3)N(C)C(=O)CNC(=O)C,0
COC1=C(C=C(C=C1)COC(=O)CCN=C2C3=CC=CC=C3S(=O)(=O)N2)F,0
C1CCC(C(C1)C(=O)NC2=CC=CC=N2)C(=O)O,0
C1=CC(=CC(=C1)OC2=CC=C(C=C2)N)OC3=CC=C(C=C3)N,1
C=CCSC1=C(C(=CC(=N1)C2=CC3=C(C=C2)OCO3)C(F)(F)F)C#N,0
CN(CC(=O)NC1=C(C=CC(=C1)Cl)OC)C(=O)C2=CC=C(C=C2)N3C=NC=N3,0
C1CCCN(CC1)N=CC2=CC=C(C=C2)[N+](=O)[O-],1
C1(=C(C(=O)C(=C(C1=O)O)[N+](=O)[O-])O)[N+](=O)[O-],1
COC1=CC=C(C=C1)C(=O)C2CC2C3=CC4=C(C=C3)OCO4,0
CC(=O)N1CCOC2=C1C=C(C=C2)S(=O)(=O)NC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O,0
CCN\1C2=CC=CC=C2S/C1=C\C(=C\C3=[N+](C4=CC=CC=C4S3)CC)\C.[I-],1
CC1=CC=C(S1)C(=O)NCC(=O)OCC(=O)C2=CC=CC=C2,0
COC1=CC(=C(C=C1)CN2CCN(CC2)CC3=CC=C(C=C3)C(F)(F)F)OC.C(=O)(C(=O)O)O,1
C1C[C@@]2([C@@](CC(=[N+]2[O-])C3=CC=CC=C3)(C4=NON=C41)O)N,0
CN(C1=CC=CC=C1)C2=CC=C(C=C2)/C=N/N3CCOCC3,1
C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CNCCC3=CCCCC3.C(=O)(C(=O)O)O,1
CC1=CC(=O)NC2=C1C=CC(=C2)O,0
CCOC1=CC=CC(=C1)N(C(C2=CC=CC=C2)C(=O)NCC3CCCO3)C(=O)CNC(=O)C4=CC=CO4,0
C1=CC=C(C(=C1)/C=N/NC2=C(C=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)Cl)[N+](=O)[O-])C(=O)O,0
C1=CC=C2C(=C1)N=C(S2)SCC3=CSC(=N3)CC#N,0
C1CN(CCN1C2=CC=C(C=C2)F)C3=C(C(=O)C4=CC=CC=C4C3=O)NS(=O)(=O)C5=CC=CS5,1
C1=CC=C(C=C1)C2=CN=NC(=N2)C3=CC=CC=N3,1
CC1=CC(=CC=C1)C2NC3=CC=CC4=C3C(=CC=C4)N2,0
CCC(C)NC1=C(C=C(C=C1[N+](=O)[O-])C)[N+](=O)[O-],1
C1CC(OC1)CNC(=O)C2=C(C(=C(C=C2)Cl)F)F,0
C1=CC=C(C=C1)CNC(=O)COC(=O)C2=CC=CS2,0
C1=CC=C(C(=C1)C(F)(F)F)N2C=C(C(=N2)C(=O)O)O,0
CC(C)(C#CC1=C(OC2=CC=CC=C21)C3=CC=C(C=C3)OC)O,0
CC[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,1
C1=CC=C(C=C1)C(=O)NCC(=O)OCC2=NN=C(O2)C3=CC=C(C=C3)Cl,0
CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,0
CC1=CC(=NC(=C1C#N)C)N,0
CC1=CC=C(C=C1)N(CCC#N)C(=O)COC(=O)C2=CC=CC=C2SCC(=O)N3CCCC3,0
CCO[C@H]1[C@@H]([C@H](C=C(O1)C(=O)N2CCN(CC2)C)C3=COC4=CC=CC=C4C3=O)CCCO,0
CC1=CC=CC=C1CN2CCN(CC2)C(=O)[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O,0
CC(C)COC1=CC=C(C=C1)/C(=C\2/C(N(C(=O)C2=O)CCCOC)C3=CN=CC=C3)/O,0
CC1=NN(C(=C1N=NC2=CC3=CC=CC=C3C=C2)N)C4=CC=CC=C4,1
C[N+]1=C2C=C(C=CC2=NC3=CC=CC=C31)NCCO.[O-]Cl(=O)(=O)=O,1
COC1=CC(=CC(=C1OC)CN2C(=O)C3=CC=CC=C3C2=O)C(=O)OCC(=O)NC(=O)N,0
CC(C1=CC=CC=C1)NC(=O)C2=CC=C(O2)CN3C=C(C=N3)[N+](=O)[O-],0
C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NC(=O)NC3=CC=CC=C3)O[C@@H]1CN(C)S(=O)(=O)C4=CC=CC=C4)[C@H](C)CO,0
C1=COC(=C1)/C=C/C(=O)NC2=NC(=CS2)C3=CC(=C(C=C3)F)F,0
CN(C)C1=CC2=C(C(=C1)N(C)C)C(=O)C3=CC=CC=C3C2=O,1
C[C@H]1CN(C(=O)C2=C(C(=CC=C2)NS(=O)(=O)C)O[C@H]1CN(C)S(=O)(=O)C3=CC=CC=C3)[C@H](C)CO,0
C1CCN(CC1)C(=S)C2=CC=C(O2)C3=CC=CC=C3[N+](=O)[O-],1
C1=CC(=CC=C1NC(=O)C2=C(NC=N2)C(=O)O)F,1
CN1C=C(C=N1)CN2CCCC(C2)C(=O)C3=CC(=C(C=C3)C4=CC=CC=C4)F,0
CCOC1=CC(=NC(=N1)N2C(=C(C=N2)C(=O)OCC)C)OCC,0
CN1C=CC2=C(C=C3C4CCC(C4)C3=C21)N(C)CC5=CC=CC=C5,1
CCN(CC)C(=O)C1=CC2=C(C=C1)S(=O)CC(=O)N2CC3=CC=CC=C3,0
COC1=CC=CC=C1N2CCN(CC2)/N=C/C3=CC(=CC=C3)Cl,1
CC1CCN(CC1)C2=C(C(=O)C2=O)NCC3CCC(CC3)C(=O)NCC4=CC(=CC=C4)OC,0
C1=CC=C(C=C1)CNN.C(=O)(C(=O)O)O,1
C1C2=CC(=C(C=C2[C@@H]3[C@]1(COC4=C3C=CC(=C4O)O)O)O)O,1
COC1=CC=C(C=C1)N2CCN(CC2)C(=O)C3=CC(=NC4=CC=CC=C43)C5=C(C=CC(=C5)OC)OC,1
CN1C=CC=C1/C=C/2\CCC3=CC=CC=C3C2=O,1
COC1=C(C=C(C=C1)C2CC(=O)C3=C(N2)C=CC4=CC=CC=C43)OC,0
CCOC1=C(C=C(C=C1)CCNC(=O)CN2C(=O)C3(CCCCC3)NC2=O)OCC,0
CCN1C2=CC=CC=C2C(=CC1=O)SCC(=O)NCCCN3CCC(CC3)C,0
CC1CN(CC(O1)C)CC2=C(C=C(C=C2)Cl)Cl,1
CC(=O)N1C(CC(=N1)C2=CC=CO2)C3=CC=C(O3)Cl,0
CCCOC1=CC(=C2C(=C1)N(C=N2)C(C)C)NCC3=CC=CC=C3,1
CC1=C(C=C(C=C1)NC(=O)C(C)SC2=NN=C3N2CCCCC3)S(=O)(=O)N4CCOCC4,0
C1=CC=C(C=C1)C2=C(SC(=N2)N)N=NC3=CC=CC=C3Cl.Br,1
CC1=CC=C(C=C1)S(=O)(=O)NNC(=O)C(=O)NNC2=CC=CC=N2,1
C1CN(CCN1C2=CC=CC=N2)C(=O)C3=CC4=C(C=C3)SN=N4,0
CN1C(=NC2=CC=C(C=C2)OC)C(=NC3=CC=C(C=C3)OC)N(C1=S)C4=CC=C(C=C4)OC,1
CCO[C@@H]1[C@H]([C@@H](C=C(O1)C(=O)N2CCN(CC2)C)C3=COC4=CC=CC=C4C3=O)CCCO,0
CC1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)OC,1
C1=CC=C(C=C1)OC2=C(C(=CC=C2)Cl)CNS(=O)(=O)C3=CC=C(C=C3)F,0
CC1=CC2=C(C3=C(CCC3)C(=O)O2)C(=C1)OC(C)C(=O)NCC4CCC(CC4)C(=O)O,0
CCN(CC)CCOC(=O)C(CC1=CC=CC2=CC=CC=C21)CC3=CC=CO3.C(=O)(C(=O)O)O,1
C1=CC=C(C=C1)CN2C(=NC3=CC=CC=C3C2=O)/C=C/C4=CN=CC=C4,1
C[N+]12CCCCC1[C@@H](CCC2)COC(=O)/C(=C/C3=CC(=C(C=C3)OC)OC)/NC(=O)C4=CC=CC=C4.[I-],0
C1=C2C(=C3C(=CC(=C(O3)O)O)OC2=O)C(=C(C1=O)O)O,1
C[C@@H]1CN(C(=O)C2=C(N=CC(=C2)Br)O[C@H]1CN(C)C(=O)NC3CCCC3)[C@@H](C)CO,0
CC1CN(CC(O1)C)CCOC2=CC(=CC(=C2C)C)C.C(=O)(C(=O)O)O,1
CN1C2=CC=CC=C2C(=CC1=O)OCCCC(=O)N3CCN(CC3)C4=CC=CC=C4,0
CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)NCC(C2=CC=C(C=C2)N(C)C)C3=CNC4=CC=CC=C43,1
C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=CC=C(C=C4)N(C)C)C5=CC=C(C=C5)Cl.C(F)(F)(F)S(=O)(=O)[O-],1
C1CN(CCN1C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)Cl)C(=O)C4=CC=CC=C4,0
CCN(CC)C1=CC=C(C=C1)/C=C\2/C(=NN(C2=O)C3=NN=C(C(=O)N3)C)C,1
C1CCC(CC1)N2CCN(CC2=O)C(=O)C3=NOC(=C3)COC4=C(C=CC=C4F)F,0
CCCCN1C(=O)C2=C(C1=O)C=C(C=C2)C(=O)N(C)CC(=O)NC3=CC(=C(C=C3)OCC)OCC,0
CC\1=NN(C(=O)/C1=C/C=C/C2=CC=C(C=C2)N(C)C)C3=CC=CC=C3,1
CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O,1
CCN(CC)C1=CC=C(C=C1)NC2=NC(=CS2)C3=CN=CC=C3,1
CC1=CCC(C(C1)C2=CC=CC=C2)(C(=O)N/N=C/C3=CN=CC=C3)C(=O)O,0
COC1=CC=C(C=C1)N2CCN(CC2)CC(COC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)O.C(=O)(C(=O)O)O,1
COC1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CO3)/C(=O)NC2=S,1
C1CCCN(CC1)C2=CC=C(C=C2)NC(=O)CNCC3=CC=CS3.C(=O)(C(=O)O)O,1
CC[C@H](C)CC1=CN(N=N1)[C@@H](CCCN=C(N)N)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C3=NC(=NC(=N3)NCCOCCOCCOCC#C)N4CCN(CC4)C(=O)CCCCCCCCCCNC(=O)[C@@H]([C@H](C)O)N5C=C(N=N5)C,1
C1CN(CCN1CCO)C2=CC(=C3C4=C(C5=CC=CC=C5C3=O)ON=C24)N6CCN(CC6)C(=O)C7=CC=CO7,1
CC1CCCCN1C(=S)NC2=CC3=C(C=C2)N=C4CCCCCN4C3=O,0
CCN1C2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)N=C1SCC(=O)N(C)C,0
C1=CC(=CC(=C1)C2=CN=C3N2C=CN=C3NC4=CC(=CC=C4)OC(C(F)F)(F)F)CO,0
CC1=CC=C(C=C1)C2=C(C(=NC(=C2C#N)SCC(=C)C)N)C#N,0
CCC1=C2C(=CC=C1)C(=CN2)C(=O)CSC3=NN=C(O3)C4CC4,0
CC1=CC=C(O1)C(C2=NC=CN2C)O,0
CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=CC(=N3)N(C)C4=CC=CC(=C4)NC(=O)C=C.C(=O)(C(F)(F)F)O,1
CC1=NN=C(N1CC2CCCO2)SCC(=O)NC3=C(C=CC(=C3)Cl)Cl,0
C1CCN(C1)C2=CC=CC3=C2C(=O)C4=C(C3=O)C=CC=C4Cl,1
C1CCC(CC1)C(=O)NC2=NC3=CC=CC=C3N2CCN4CCCC4,0
CCOC(=O)C1CCN(CC1)C(=O)CNC(=O)C2=NN(C(=O)C3=CC=CC=C32)C4=CC(=C(C=C4)OC)OC,0
C1C(N(N=C1C2=CC=CO2)C(=O)CCl)C3=CC=CS3,0
CN1C(=CC(=O)C2=C1C=C(C=C2)OC)C3=CC=CC=C3,0
CC1=CC(=C(O1)C)C(=O)NN=C2CC(=O)CC(C2)(C)C,0
C1CCC(CC1)NC(=S)NNC2=CC(=CC=C2)Cl,1
COC1=CC=C(C=C1)N(CC(=O)NC2=CC(=C(C=C2)Cl)C(=O)OC)S(=O)(=O)C3=CC=C(C=C3)F,0
C1COCCN1CCNC(=O)C2=CC=CC=C2NC(=O)C3=CC(=CC=C3)[N+](=O)[O-],0
C1C(C(=O)N(C1=O)C2=CC3=CC=CC=C3C=C2)NNC(=O)CC4=CC=C(C=C4)Cl,0
CCOC(=O)COC1=CC=CC2=C1C=CN(C2=O)CC(=O)NCCC3=CC=CC=C3,0
C[C@@]12CCC=C[C@H]1[C@@H](N(C2=O)CC3=CC=CC=C3)C4=CC(=C(C=C4)F)C5=CC=C(C=C5)N(C)C,1
CN(C1=CC=CC=C1)S(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CC=CC(=C3)C#N,0
CN1C2=CC=CC=C2C3=C1C(=O)N(C=C3C(=O)N4CCN(CC4)C5=CC=C(C=C5)OC)C6CCCC6,1
C1C(N(CC2=CC=CC=C21)S(=O)(=O)C3=CC4=CC=CC=C4C=C3)C(=O)O,0
CN(CC1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3O2,0
C1COCCN1S(=O)(=O)C2=CC=C(C=C2)C(=O)NCC3=NNC(=S)N3C4=CC(=C(C=C4)Cl)Cl,0
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)OCC(=O)NC3CCCC3,1
C1CN(CCN1CC2=CC=CC=C2)/N=C/C3=CC=C(C=C3)C(F)(F)F,1
C1CN(N(C1=O)C2=CC=CC=C2)C(=O)C3=CC=CC=C3,0
C1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=C(C=C2)Cl)C3=CC=NC=C3,0
CN(C1=CC=CC=C1)C2=C(C(=O)C3=CC=CC=C3C2=O)NC(=O)C4=CC=C(C=C4)Cl,1
COC1=C(C(=O)C2=CC=CC=C2C1=O)NC3=CC=CC=C3,1
CN(C)C1=CC=C(C=C1)NC(=O)C2=NC(=CC=C2)C(=O)NC3=CC=C(C=C3)N(C)C,1
C1=CC=C(C=C1)CCNCC(=O)NCCC2=CC=C(C=C2)S(=O)(=O)N,1
CCN(CCCNC1=C(C(=C2C(=C1)C(=O)C3=CC=CC=C3C2=O)N)S(=O)(=O)O)C4=CC=CC=C4,1
